player_id,name,firstname,lastname,birthdate,birthplace,birthcountry,nationality,height,weight,photo
10097,Éderson,Éderson José,dos Santos Lourenço da Silva,1999-07-07,Campo Grande,Brazil,Brazil,183 cm,83 kg,https://media.api-sports.io/football/players/10097.png
10135,Bruno Guimarães,Bruno,Guimarães Rodriguez Moura,1997-11-16,Rio de Janeiro,Brazil,Brazil,182 cm,74 kg,https://media.api-sports.io/football/players/10135.png
10169,Vinicius Souza,Vinicius,de Souza Costa,1999-06-17,Rio de Janeiro,Brazil,Brazil,187 cm,80 kg,https://media.api-sports.io/football/players/10169.png
10173,Willian Arão,Willian,Souza Arão da Silva,1992-03-12,São Paulo,Brazil,Brazil,182 cm,77 kg,https://media.api-sports.io/football/players/10173.png
10238,Carlos Augusto,Carlos Augusto,Zopolato Neves,1999-01-07,Campinas,Brazil,Brazil,184 cm,78 kg,https://media.api-sports.io/football/players/10238.png
10244,Pedrinho,Pedro Victor,Delmino da Silva,1998-04-13,Maceió,Brazil,Brazil,172 cm,62 kg,https://media.api-sports.io/football/players/10244.png
10267,Samuel Xavier,Samuel,Xavier Brito,1990-06-06,São Paulo,Brazil,Brazil,167 cm,67 kg,https://media.api-sports.io/football/players/10267.png
10306,Nino,Marcílio Florêncio,Mota Filho,1997-04-10,Recife,Brazil,Brazil,188 cm,82 kg,https://media.api-sports.io/football/players/10306.png
10311,PH Ganso,Paulo Henrique,Chagas de Lima,1989-10-12,Ananindeua,Brazil,Brazil,184 cm,79 kg,https://media.api-sports.io/football/players/10311.png
10316,Caio Henrique,Caio Henrique,Oliveira Silva,1997-07-31,Santos,Brazil,Brazil,178 cm,68 kg,https://media.api-sports.io/football/players/10316.png
10320,Daniel Simões,Daniel,Sampaio Simões,1996-01-11,Rio de Janeiro,Brazil,Brazil,173 cm,65 kg,https://media.api-sports.io/football/players/10320.png
10328,Y. González,Yony Alexander,González Copete,1994-07-11,Medellín,Colombia,Colombia,184 cm,84 kg,https://media.api-sports.io/football/players/10328.png
10329,João Pedro,João Pedro,Junqueira de Jesus,2001-09-26,Ribeirão Preto,Brazil,Brazil,182 cm,70 kg,https://media.api-sports.io/football/players/10329.png
10373,Carlos Miguel,Carlos Miguel,dos Santos Pereira,1998-10-09,Rio de Janeiro,Brazil,Brazil,204 cm,94 kg,https://media.api-sports.io/football/players/10373.png
10500,Pepê Aquino,Eduardo Gabriel,Aquino Cossa,1997-02-24,Foz do Iguaçu,Brazil,Brazil,175 cm,69 kg,https://media.api-sports.io/football/players/10500.png
11108,Patrick Andrade,Erickson Patrick,Correia Andrade,1993-02-09,Santiago,Cape Verde,Cape Verde,176 cm,70 kg,https://media.api-sports.io/football/players/11108.png
11421,G. Suazo,Gabriel Alonso,Suazo Urbina,1997-08-09,Santiago de Chile,Chile,Chile,178 cm,72 kg,https://media.api-sports.io/football/players/11421.png
13401,J. Mosquera,Jhon Édison,Mosquera Rebolledo,1990-05-08,Candelaria,Colombia,Colombia,186 cm,78 kg,https://media.api-sports.io/football/players/13401.png
13489,J. Durán,Jhon Jader,Durán Palacio,2003-12-13,Medellín,Colombia,Colombia,185 cm,73 kg,https://media.api-sports.io/football/players/13489.png
13523,G. Cano,Germán Ezequiel,Cano Recalde,1988-01-02,Lomas de Zamora,Argentina,Argentina,177 cm,81 kg,https://media.api-sports.io/football/players/13523.png
13708,J. Arias,Jhon Adolfo,Arias Andrade,1997-09-21,Quibdó,Colombia,Colombia,170 cm,77 kg,https://media.api-sports.io/football/players/13708.png
13736,D. Muñoz,Daniel,Muñoz Mejía,1996-05-26,Amalfi,Colombia,Colombia,180 cm,73 kg,https://media.api-sports.io/football/players/13736.png
14390,Raul Gustavo,Raul Gustavo,Pereira Bicalho,1999-04-24,Pedro Leopoldo,Brazil,Brazil,,,https://media.api-sports.io/football/players/14390.png
14394,L. Ivanušec,Luka,Ivanušec,1998-11-26,Varaždin,Croatia,Croatia,175 cm,76 kg,https://media.api-sports.io/football/players/14394.png
14463,J. Čondrić,Josip,Čondrić,1993-08-27,Zagreb,Croatia,Croatia,194 cm,92 kg,https://media.api-sports.io/football/players/14463.png
14677,M. Tolić,Marko,Tolić,1996-07-05,Zagreb,Croatia,Croatia,,,https://media.api-sports.io/football/players/14677.png
14704,B. Franjić,Bartol,Franjić,2000-01-14,Zagreb,Croatia,Croatia,186 cm,77 kg,https://media.api-sports.io/football/players/14704.png
15286,Mousa Tamari,Mousa Mohammad Mousa,Sulaiman Al Tamari,1997-06-10,Amman,Jordan,Jordan,175 cm,72 kg,https://media.api-sports.io/football/players/15286.png
15301,André Vidigal,André Filipe,Cunha Vidigal,1998-08-17,Elvas,Portugal,Portugal,176 cm,67 kg,https://media.api-sports.io/football/players/15301.png
15423,J. Mall,Joël Yves,Mall,1991-04-05,Baden,Switzerland,Cyprus,197 cm,91 kg,https://media.api-sports.io/football/players/15423.png
15514,H. Hambardzumyan,Hovhannes,Hambardzumyan,1990-10-04,Yerevan,Armenia,Armenia,181 cm,,https://media.api-sports.io/football/players/15514.png
15605,S. Gartenmann,Stefan,Gartenmann,1997-02-02,Roskilde,Denmark,Denmark,185 cm,75 kg,https://media.api-sports.io/football/players/15605.png
15684,P. Carlgren,Patrik Ulf Anders,Carlgren,1992-01-08,Falun,Sweden,Sweden,188 cm,84 kg,https://media.api-sports.io/football/players/15684.png
15704,K. Høgh,Kasper,Waarts Thenza Høgh,2000-12-06,Randers,Denmark,Denmark,186 cm,61 kg,https://media.api-sports.io/football/players/15704.png
15705,E. Riis,Emil,Riis Jakobsen,1998-06-24,Hobro,Denmark,Denmark,190 cm,83 kg,https://media.api-sports.io/football/players/15705.png
15717,M. Ross,Mathias,Ross Jensen,2001-01-15,Aalborg,Denmark,Denmark,190 cm,80 kg,https://media.api-sports.io/football/players/15717.png
15720,L. Andersen,Lucas,Qvistorff Andersen,1994-09-13,Aalborg,Denmark,Denmark,184 cm,72 kg,https://media.api-sports.io/football/players/15720.png
15732,M. Kaufmann,Mikkel,Kaufmann Sørensen,2001-01-03,Hjørring,Denmark,Denmark,190 cm,81 kg,https://media.api-sports.io/football/players/15732.png
15745,M. Roerslev,Mads,Roerslev Rasmussen,1999-06-24,København,Denmark,Denmark,184 cm,77 kg,https://media.api-sports.io/football/players/15745.png
15783,E. Sabbi,Emmanuel Afriyie Mario,Sabbi,1997-12-24,Vicenza,Italy,USA,178 cm,70 kg,https://media.api-sports.io/football/players/15783.png
15793,R. Nicolaisen,Rasmus,Schmidt Nicolaisen,1997-03-16,Aulum,Denmark,Denmark,191 cm,81 kg,https://media.api-sports.io/football/players/15793.png
15797,J. Cajuste,Jens-Lys Michel,Cajuste,1999-08-10,Gothenburg,Sweden,Sweden,188 cm,77 kg,https://media.api-sports.io/football/players/15797.png
15799,F. Onyeka,Ogochukwu Frank,Onyeka,1998-01-01,Maiduguri,Nigeria,Nigeria,183 cm,70 kg,https://media.api-sports.io/football/players/15799.png
15801,N. Madsen,Nicolas Martin,Hautorp Madsen,2000-03-17,Odense,Denmark,Denmark,190 cm,76 kg,https://media.api-sports.io/football/players/15801.png
15811,A. Dovbyk,Artem,Dovbyk,1997-06-21,Cherkasy,Ukraine,Ukraine,189 cm,92 kg,https://media.api-sports.io/football/players/15811.png
15812,P. Onuachu,Ebere Paul,Onuachu,1994-05-28,Owerri,Nigeria,Nigeria,201 cm,98 kg,https://media.api-sports.io/football/players/15812.png
15858,M. Frøkjær-Jensen,Mads,Frøkjær-Jensen,1999-07-29,København,Denmark,Denmark,186 cm,79 kg,https://media.api-sports.io/football/players/15858.png
15862,C. Nielsen,Casper,Mørup Nielsen,1994-04-29,Esbjerg,Denmark,Denmark,182 cm,71 kg,https://media.api-sports.io/football/players/15862.png
15870,M. Hermansen,Mads,Hermansen,2000-07-11,Odense,Denmark,Denmark,187 cm,81 kg,https://media.api-sports.io/football/players/15870.png
15884,J. Lindstrøm,Jesper Grænge,Lindstrøm,2000-02-29,Taastrup,Denmark,Denmark,182 cm,66 kg,https://media.api-sports.io/football/players/15884.png
15897,P. Vindahl,Peter,Vindahl Jensen,1998-02-16,Helsingør,Denmark,Denmark,195 cm,89 kg,https://media.api-sports.io/football/players/15897.png
15908,M. Damsgaard,Mikkel,Krogh Damsgaard,2000-07-03,Jyllinge,Denmark,Denmark,180 cm,66 kg,https://media.api-sports.io/football/players/15908.png
15911,M. Kudus,Mohammed,Kudus,2000-08-02,Accra,Ghana,Ghana,177 cm,70 kg,https://media.api-sports.io/football/players/15911.png
15912,V. Nelsson,Victor Enok,Nelsson,1998-10-14,Hornbæk,Denmark,Denmark,185 cm,78 kg,https://media.api-sports.io/football/players/15912.png
15916,A. Skov Olsen,Andreas,Skov Olsen,1999-12-29,Hillerød,Denmark,Denmark,187 cm,75 kg,https://media.api-sports.io/football/players/15916.png
15945,J. Okkels,Jeppe,Møldrup Okkels,1999-07-27,,Denmark,Denmark,183 cm,76 kg,https://media.api-sports.io/football/players/15945.png
16046,V. Torp,Victor,Torp Overgaard,1999-07-30,,Denmark,Denmark,178 cm,60 kg,https://media.api-sports.io/football/players/16046.png
16061,A. Sørensen,Adam,Sørensen,2000-11-11,,Denmark,Denmark,165 cm,60 kg,https://media.api-sports.io/football/players/16061.png
16367,W. Pacho,Willian Joel,Pacho Tenorio,2001-10-16,Quinindé,Ecuador,Ecuador,188 cm,81 kg,https://media.api-sports.io/football/players/16367.png
16847,Keno,Marcos,da Silva França,1989-09-10,Salvador,Brazil,Brazil,179 cm,72 kg,https://media.api-sports.io/football/players/16847.png
17365,H. Toffolo,Harry Stefano,Toffolo,1995-08-19,Welwyn Garden City,England,England,183 cm,71 kg,https://media.api-sports.io/football/players/17365.png
17369,H. Anderson,Harry John,Anderson,1997-01-09,Slough,England,England,179 cm,62 kg,https://media.api-sports.io/football/players/17369.png
17387,J. Murphy,Joseph,Murphy,1981-08-21,Dublin,Republic of Ireland,Republic of Ireland,188 cm,80 kg,https://media.api-sports.io/football/players/17387.png
17393,C. Stokes,Christopher Martin Thomas,Stokes,1991-03-08,Frome,England,England,185 cm,83 kg,https://media.api-sports.io/football/players/17393.png
17410,D. Telford,Dominic David,Telford,1996-12-05,Burnley,England,England,175 cm,72 kg,https://media.api-sports.io/football/players/17410.png
17442,D. Wheeler,David John,Wheeler,1990-10-04,Brighton,England,England,180 cm,76 kg,https://media.api-sports.io/football/players/17442.png
17465,A. Smith,Alistair Oluwashaun,Smith,1999-05-19,Beverley,England,England,193 cm,67 kg,https://media.api-sports.io/football/players/17465.png
17479,Lewis Moore Ward,Lewis Moore,Ward,1997-03-05,,England,England,194 cm,84 kg,https://media.api-sports.io/football/players/17479.png
17519,K. Morris,Kieron,Morris,1994-06-03,Hereford,England,England,178 cm,71 kg,https://media.api-sports.io/football/players/17519.png
17527,C. Jennings,Connor Joseph,Jennings,1991-10-29,Manchester,England,England,183 cm,72 kg,https://media.api-sports.io/football/players/17527.png
17534,A. Hughes,Andrew,Martyn Hughes,1992-06-05,Cardiff,Wales,Wales,188 cm,75 kg,https://media.api-sports.io/football/players/17534.png
17551,A. Collins,Aaron Graham John,Collins,1997-05-27,Newport,Wales,Wales,178 cm,74 kg,https://media.api-sports.io/football/players/17551.png
17570,B. Comley,Brandon,Comley,1995-11-18,Islington,England,Montserrat,180 cm,72 kg,https://media.api-sports.io/football/players/17570.png
17579,S. Szmodics,Samuel Joseph,Szmodics,1995-09-24,Colchester,England,Republic of Ireland,168 cm,64 kg,https://media.api-sports.io/football/players/17579.png
17594,A. Hartridge,Alex Duncan,Hartridge,1999-03-09,Torquay,England,England,185 cm,84 kg,https://media.api-sports.io/football/players/17594.png
17597,D. O'Shea,Dara Joseph,O'Shea,1999-03-04,Dublin,Republic of Ireland,Republic of Ireland,189 cm,75 kg,https://media.api-sports.io/football/players/17597.png
17619,R. Williams,Randell,Williams,1996-12-30,London,England,England,174 cm,76 kg,https://media.api-sports.io/football/players/17619.png
17623,P. Farman,Paul David,Farman,1989-11-02,North Shields,England,England,196 cm,92 kg,https://media.api-sports.io/football/players/17623.png
17624,J. Ball,James Cameron,Ball,1995-12-01,Bolton,England,England,191 cm,87 kg,https://media.api-sports.io/football/players/17624.png
17644,J. Gibson,Jordan Lewis,Gibson,1998-02-26,Birmingham,England,England,178 cm,80 kg,https://media.api-sports.io/football/players/17644.png
17661,J. Branthwaite,Jarrad Paul,Branthwaite,2002-06-27,Carlisle,England,England,195 cm,87 kg,https://media.api-sports.io/football/players/17661.png
17714,L. Woolfenden,Luke Matthew,Woolfenden,1998-10-21,Ipswich,England,England,193 cm,70 kg,https://media.api-sports.io/football/players/17714.png
17722,E. Iandolo,Ellis Carlo,Iandolo,1997-08-22,Chatham,England,England,186 cm,71 kg,https://media.api-sports.io/football/players/17722.png
17728,K. Anderson,Keshi Stuart Oluyinka Adetokun,Anderson,1995-04-06,Luton,England,England,175 cm,68 kg,https://media.api-sports.io/football/players/17728.png
17736,D. Iversen,Daniel,Lønne Iversen,1997-07-19,,Denmark,Denmark,193 cm,80 kg,https://media.api-sports.io/football/players/17736.png
17739,G. Edmundson,Samuel George Alan,Edmundson,1997-08-15,Manchester,England,England,190 cm,75 kg,https://media.api-sports.io/football/players/17739.png
17741,R. Hunt,Robert Donald,Hunt,1995-07-07,Dagenham,England,England,170 cm,67 kg,https://media.api-sports.io/football/players/17741.png
17767,D. Cornell,David Joseph,Cornell,1991-03-28,Swansea,Wales,Wales,180 cm,73 kg,https://media.api-sports.io/football/players/17767.png
17777,J. Turnbull,Jordan Robert,Turnbull,1994-10-30,Trowbridge,England,England,185 cm,73 kg,https://media.api-sports.io/football/players/17777.png
17778,J. Williams,Jay,Williams,2000-10-04,Northampton,England,England,188 cm,75 kg,https://media.api-sports.io/football/players/17778.png
17781,S. Foley,Samuel Robert,Foley,1986-10-17,St Albans,England,Republic of Ireland,183 cm,74 kg,https://media.api-sports.io/football/players/17781.png
17784,J. O&apos;Toole,John Joseph,O'Toole,1988-09-30,London,England,Republic of Ireland,188 cm,82 kg,https://media.api-sports.io/football/players/17784.png
17805,C. Pring,Cameron Lewis,Moir-Pring,1998-01-22,Cheltenham,England,England,185 cm,71 kg,https://media.api-sports.io/football/players/17805.png
17832,M. Pollock,Matthew William,Pollock,2001-09-28,Redhill,England,England,190 cm,80 kg,https://media.api-sports.io/football/players/17832.png
17849,K. Dennis,Kristian,Dennis,1990-03-12,Manchester,England,England,180 cm,69 kg,https://media.api-sports.io/football/players/17849.png
17897,Panutche Camará,Panutche Amadu,Pereira Camará,1997-02-28,Canchungo,Guinea-Bissau,Guinea-Bissau,185 cm,63 kg,https://media.api-sports.io/football/players/17897.png
17908,S. Hornby,Samuel Connor,Hornby,1995-02-14,Sutton Coldfield,England,England,188 cm,80 kg,https://media.api-sports.io/football/players/17908.png
17916,T. Vassell,Theo Gary Carlstan,Vassell,1997-01-02,Stoke-on-Trent,England,England,189 cm,68 kg,https://media.api-sports.io/football/players/17916.png
17928,D. Worrall,David Richard,Worrall,1990-06-12,Manchester,England,England,183 cm,71 kg,https://media.api-sports.io/football/players/17928.png
17962,R. Hepburn-Murphy,Rushian Marcus Amari,Hepburn-Murphy,1998-08-28,Birmingham,England,England,173 cm,59 kg,https://media.api-sports.io/football/players/17962.png
17980,C. Maycock,Callum,Maycock,1997-12-23,Birmingham,England,England,182 cm,73 kg,https://media.api-sports.io/football/players/17980.png
18033,N. Baxter,Nathan,Baxter,1998-11-08,London,England,England,193 cm,,https://media.api-sports.io/football/players/18033.png
18040,T. James,Thomas Lynn,James,1996-04-15,Cardiff,Wales,Wales,180 cm,65 kg,https://media.api-sports.io/football/players/18040.png
18059,D. Jaiyesimi,Diallang,Jaiyesimi,1998-05-07,London,England,England,181 cm,72 kg,https://media.api-sports.io/football/players/18059.png
18073,J. Sweeney,Jayden Deslandes,Sweeney,2001-12-04,Camden Town,England,England,178 cm,70 kg,https://media.api-sports.io/football/players/18073.png
18102,J. Sbarra,Joseph Christopher,Sbarra,1999-12-21,Lichfield,England,England,168 cm,62 kg,https://media.api-sports.io/football/players/18102.png
18146,D. Ward,Daniel,Ward,1993-06-22,Wrexham,Wales,Wales,191 cm,88 kg,https://media.api-sports.io/football/players/18146.png
18202,L. Kitching,Liam,Kitching,1999-10-01,Harrogate,England,England,191 cm,80 kg,https://media.api-sports.io/football/players/18202.png
18205,J. Senior,Jack Christopher,Senior,1997-01-13,Halifax,England,England,174 cm,63 kg,https://media.api-sports.io/football/players/18205.png
18223,L. Southwood,Luke Kevin,Southwood,1997-12-06,Oxford,England,Northern Ireland,185 cm,,https://media.api-sports.io/football/players/18223.png
18369,Omar Bugiel,Omar Khaled,Chaaban,1994-01-03,Berlin,Germany,Lebanon,185 cm,83 kg,https://media.api-sports.io/football/players/18369.png
18382,Ricardo,Ricardo Alexandre,Almeida Santos,1995-06-18,Almada,Portugal,Portugal,198 cm,77 kg,https://media.api-sports.io/football/players/18382.png
18397,J. Taylor,Jack Henry Philip,Taylor,1998-06-23,Hammersmith,England,Republic of Ireland,185 cm,70 kg,https://media.api-sports.io/football/players/18397.png
18404,E. Mason-Clark,Ephron Jardell,Mason-Clark,1999-08-25,London,England,England,178 cm,76 kg,https://media.api-sports.io/football/players/18404.png
18509,L. Molyneux,Luke James,Molyneux,1998-03-29,Bishop Auckland,England,England,180 cm,74 kg,https://media.api-sports.io/football/players/18509.png
18522,B. Goodliffe,Ben David,Goodliffe,1999-06-19,Watford,England,England,188 cm,80 kg,https://media.api-sports.io/football/players/18522.png
18523,L. Gordon,Liam Spencer,Gordon,1999-05-15,Croydon,England,Guyana,183 cm,76 kg,https://media.api-sports.io/football/players/18523.png
18571,J. Kelly,Josh,Kelly,1998-12-19,Windsor,Northern Ireland,Northern Ireland,175 cm,,https://media.api-sports.io/football/players/18571.png
18592,I. Ndiaye,Iliman Cheikh,Baroy Ndiaye,2000-03-06,Rouen,France,Senegal,180 cm,70 kg,https://media.api-sports.io/football/players/18592.png
18599,S. Thomas,Benjamin Sorba William,Thomas,1999-01-25,London,England,Wales,185 cm,79 kg,https://media.api-sports.io/football/players/18599.png
18647,B. Killip,Ben,Killip,1995-11-24,London,England,England,188 cm,74 kg,https://media.api-sports.io/football/players/18647.png
18737,J. Ruddy,John Thomas Gordon,Ruddy,1986-10-24,St Ives,England,England,192 cm,96 kg,https://media.api-sports.io/football/players/18737.png
18739,W. Boly,Willy-Arnaud,Zobo Boly,1991-02-03,Melun,France,Côte d'Ivoire,195 cm,92 kg,https://media.api-sports.io/football/players/18739.png
18740,Jonny,Jonathan,Castro Otto,1994-03-03,Vigo,Spain,Spain,175 cm,70 kg,https://media.api-sports.io/football/players/18740.png
18741,C. Coady,Conor David,Coady,1993-02-25,St Helens,England,England,185 cm,80 kg,https://media.api-sports.io/football/players/18741.png
18742,M. Doherty,Matthew James,Doherty,1992-01-16,Dublin,Republic of Ireland,Republic of Ireland,185 cm,80 kg,https://media.api-sports.io/football/players/18742.png
18744,M. Kilman,Maximilian William,Kilman,1997-05-23,London,England,England,194 cm,89 kg,https://media.api-sports.io/football/players/18744.png
18746,M. Gibbs-White,Morgan Anthony,Gibbs-White,2000-01-27,Stafford,England,England,171 cm,66 kg,https://media.api-sports.io/football/players/18746.png
18748,Pote,Pedro António,Pereira Gonçalves,1998-06-28,Chaves,Portugal,Portugal,173 cm,70 kg,https://media.api-sports.io/football/players/18748.png
18750,N. Ennis,Niall Nathan Michael,Ennis,1999-05-20,Wolverhampton,England,England,180 cm,76 kg,https://media.api-sports.io/football/players/18750.png
18753,Adama Traoré,Adama,Traoré Diarra,1996-01-25,L'Hospitalet de Llobregat,Spain,Spain,178 cm,86 kg,https://media.api-sports.io/football/players/18753.png
18755,João Virgínia,João Manuel,Neves Virgínia,1999-10-10,Faro,Portugal,Portugal,193 cm,83 kg,https://media.api-sports.io/football/players/18755.png
18758,S. Coleman,Séamus,Coleman,1988-10-11,Donegal,Republic of Ireland,Republic of Ireland,177 cm,67 kg,https://media.api-sports.io/football/players/18758.png
18765,André Gomes,André Filipe,Tavares Gomes,1993-07-30,Grijó,Portugal,Portugal,188 cm,84 kg,https://media.api-sports.io/football/players/18765.png
18766,D. Calvert-Lewin,Dominic Nathaniel,Calvert-Lewin,1997-03-16,Sheffield,England,England,187 cm,71 kg,https://media.api-sports.io/football/players/18766.png
18767,A. Lookman,Ademola Lookman Olajade,Alade Aylola Lookman,1997-10-20,London,England,Nigeria,174 cm,71 kg,https://media.api-sports.io/football/players/18767.png
18768,C. Tosun,Cenk,Tosun,1991-06-07,Wetzlar,Germany,Türkiye,183 cm,75 kg,https://media.api-sports.io/football/players/18768.png
18771,Ricardo Pereira,Ricardo Domingos,Barbosa Pereira,1993-10-06,Lisbonne,Portugal,Portugal,175 cm,70 kg,https://media.api-sports.io/football/players/18771.png
18772,J. Evans,Jonathan Grant,Evans,1988-01-03,Belfast,Northern Ireland,Northern Ireland,188 cm,77 kg,https://media.api-sports.io/football/players/18772.png
18776,Ç. Söyüncü,Çağlar,Söyüncü,1996-05-23,İzmir,Türkiye,Türkiye,185 cm,82 kg,https://media.api-sports.io/football/players/18776.png
18778,H. Barnes,Harvey Lewis,Barnes,1997-12-09,Burnley,England,England,174 cm,66 kg,https://media.api-sports.io/football/players/18778.png
18779,H. Choudhury,Hamza,Dewan Choudhury,1997-10-01,Loughborough,England,England,178 cm,64 kg,https://media.api-sports.io/football/players/18779.png
18784,J. Maddison,James Daniel,Maddison,1996-11-23,Coventry,England,England,175 cm,73 kg,https://media.api-sports.io/football/players/18784.png
18785,N. Mendy,Nampalys,Mendy,1992-06-23,La Seyne-sur-Mer,France,Senegal,168 cm,70 kg,https://media.api-sports.io/football/players/18785.png
18786,W. Ndidi,Onyinye Wilfred,Ndidi,1996-12-16,Lagos,Nigeria,Nigeria,183 cm,74 kg,https://media.api-sports.io/football/players/18786.png
18788,J. Vardy,Jamie Richard,Vardy,1987-01-11,Sheffield,England,England,179 cm,74 kg,https://media.api-sports.io/football/players/18788.png
18805,A. Doucouré,Abdoulaye,Doucouré,1993-01-01,Meulan-en-Yvelines,France,Mali,184 cm,75 kg,https://media.api-sports.io/football/players/18805.png
18806,W. Hughes,William James,Hughes,1995-04-17,Surrey,England,England,185 cm,74 kg,https://media.api-sports.io/football/players/18806.png
18813,A. Cresswell,Aaron William,Cresswell,1989-12-15,Liverpool,England,England,170 cm,66 kg,https://media.api-sports.io/football/players/18813.png
18814,I. Diop,Issa Laye Lucas Jean,Diop,1997-01-09,Toulouse,France,France,194 cm,92 kg,https://media.api-sports.io/football/players/18814.png
18817,A. Ogbonna,Angelo,Obinze Ogbonna,1988-05-23,Cassino,Italy,Italy,191 cm,86 kg,https://media.api-sports.io/football/players/18817.png
18819,M. Antonio,Michail Gregory,Antonio,1990-03-28,London,England,Jamaica,180 cm,82 kg,https://media.api-sports.io/football/players/18819.png
18823,B. Johnson,Benjamin Anthony,Johnson,2000-01-24,,England,England,175 cm,67 kg,https://media.api-sports.io/football/players/18823.png
18830,M. Arnautović,Marko,Arnautović,1989-04-19,Wien,Austria,Austria,192 cm,83 kg,https://media.api-sports.io/football/players/18830.png
18843,J. Schlupp,Jeffrey,Schlupp,1992-12-23,Hamburg,Germany,Ghana,178 cm,72 kg,https://media.api-sports.io/football/players/18843.png
18846,A. Wan-Bissaka,Aaron,Wan-Bissaka,1997-11-26,London,England,England,183 cm,72 kg,https://media.api-sports.io/football/players/18846.png
18847,J. Ward,Joel Edward Philip,Ward,1989-10-29,Portsmouth,England,England,188 cm,83 kg,https://media.api-sports.io/football/players/18847.png
18858,A. Begović,Asmir,Begović,1987-06-20,Trebinje,Bosnia and Herzegovina,Bosnia and Herzegovina,199 cm,101 kg,https://media.api-sports.io/football/players/18858.png
18860,M. Travers,Mark,Travers,1999-05-18,Maynooth,Republic of Ireland,Republic of Ireland,191 cm,82 kg,https://media.api-sports.io/football/players/18860.png
18861,N. Aké,Nathan Benjamin,Aké,1995-02-18,Den Haag,Netherlands,Netherlands,180 cm,75 kg,https://media.api-sports.io/football/players/18861.png
18862,N. Clyne,Nathaniel Edwin,Clyne,1991-04-05,Stockwell,England,England,175 cm,67 kg,https://media.api-sports.io/football/players/18862.png
18863,S. Cook,Steve Anthony,Cook,1991-04-19,Hastings,England,England,185 cm,82 kg,https://media.api-sports.io/football/players/18863.png
18868,J. Simpson,Jack Benjamin,Simpson,1996-12-18,Weymouth,England,England,190 cm,83 kg,https://media.api-sports.io/football/players/18868.png
18869,A. Smith,Adam James,Smith,1991-04-29,London,England,England,180 cm,78 kg,https://media.api-sports.io/football/players/18869.png
18870,D. Brooks,David Robert,Brooks,1997-07-08,Warrington,England,Wales,173 cm,62 kg,https://media.api-sports.io/football/players/18870.png
18871,M. Butcher,Matthew David,Butcher,1997-05-14,Reading,England,England,188 cm,83 kg,https://media.api-sports.io/football/players/18871.png
18872,L. Cook,Lewis John,Cook,1997-02-03,York,England,England,175 cm,71 kg,https://media.api-sports.io/football/players/18872.png
18873,R. Fraser,Ryan,Fraser,1994-02-24,Aberdeen,Scotland,Scotland,163 cm,70 kg,https://media.api-sports.io/football/players/18873.png
18881,J. King,Joshua Christian,Kojo King,1992-01-15,Oslo,Norway,Norway,180 cm,74 kg,https://media.api-sports.io/football/players/18881.png
18883,D. Solanke,Dominic Ayodele,Solanke-Mitchell,1997-09-14,Reading,England,England,187 cm,80 kg,https://media.api-sports.io/football/players/18883.png
18886,M. Dúbravka,Martin,Dúbravka,1989-01-15,Žilina,Slovakia,Slovakia,190 cm,83 kg,https://media.api-sports.io/football/players/18886.png
18889,F. Woodman,Frederick John,Woodman,1997-03-04,London,England,England,188 cm,83 kg,https://media.api-sports.io/football/players/18889.png
18901,S. Longstaff,Sean David,Longstaff,1997-10-30,Newcastle upon Tyne,England,England,180 cm,65 kg,https://media.api-sports.io/football/players/18901.png
18911,N. Pope,Nicholas David,Pope,1992-04-19,Soham,England,England,191 cm,76 kg,https://media.api-sports.io/football/players/18911.png
18917,B. Mee,Benjamin Thomas,Mee,1989-09-21,Sale,England,England,180 cm,74 kg,https://media.api-sports.io/football/players/18917.png
18918,C. Taylor,Charles James,Taylor,1993-09-18,York,England,England,176 cm,70 kg,https://media.api-sports.io/football/players/18918.png
18920,J. Benson,Josh,Benson,1999-12-05,,England,England,175 cm,76 kg,https://media.api-sports.io/football/players/18920.png
18929,D. McNeil,Dwight James Matthew,McNeil,1999-11-22,Rochdale,England,England,183 cm,68 kg,https://media.api-sports.io/football/players/18929.png
18930,M. Vydra,Matěj,Vydra,1992-05-01,Chotebor,Czechia,Czechia,180 cm,71 kg,https://media.api-sports.io/football/players/18930.png
18931,C. Wood,Christopher Grant,Wood,1991-12-07,Auckland,New Zealand,New Zealand,191 cm,81 kg,https://media.api-sports.io/football/players/18931.png
18932,F. Forster,Fraser Gerard,Forster,1988-03-17,Hexham,England,England,201 cm,93 kg,https://media.api-sports.io/football/players/18932.png
18935,A. McCarthy,Alex Simon,McCarthy,1989-12-03,Guildford,England,England,193 cm,79 kg,https://media.api-sports.io/football/players/18935.png
18940,J. Stephens,Jack,Stephens,1994-01-27,Plymouth,England,England,185 cm,75 kg,https://media.api-sports.io/football/players/18940.png
18941,M. Targett,Matthew Robert,Targett,1995-09-18,Eastleigh,England,England,183 cm,70 kg,https://media.api-sports.io/football/players/18941.png
18943,J. Vestergaard,Jannik,Vestergaard,1992-08-03,København,Denmark,Denmark,199 cm,94 kg,https://media.api-sports.io/football/players/18943.png
18947,M. Lemina,Mario René Junior,Lemina,1993-09-01,Libreville,Gabon,Gabon,184 cm,85 kg,https://media.api-sports.io/football/players/18947.png
18949,Oriol Romeu,Oriol,Romeu Vidal,1991-09-24,Ulldecona,Spain,Spain,183 cm,83 kg,https://media.api-sports.io/football/players/18949.png
